time,English,Korean
0.24.48,and after that one node swapped  and then with only one node  one node swapped and it disappeared.,빨간 상태의 브랜치는 최초에는 2개의 노드를 가졌지만  하나의 노드(노드2)가 파란색으로 상태를 바꿨고  그 다음에 한개의 빨간 노드가 남아있었지만 이 노드도 파란색으로 상태를 바꾸면서 빨간 브랜치는 사라졌습니다.
0.24.55, okay so this diagram shows how in the system there are states that there's convergence on a single state and after multiple states appear and the Dynamics of how some nodes move to the other Branch until one of the branches disappear. we have consistency again convergence in the blue State and after they're going to be new states appear et cetera.,이 그림은 시스템에 여러가지 상태가 하나의 상태로 수렴할 수 있는지 보여줍니다. 노드들이 상태를 바꾸면서 생기는 역학이 브랜치가 없어질 때 까지 끼치는 영향에 대해서 말이죠. 지금은 파란색으로 시스템 전체가 수렴했지만 새로운 상태가 또 생기기도 하겠죠.
0.25.25,So this diagram here is the result of algorithms not terminating. okay this is the result of the theorem the impossibility theorem that says that consensus our algorithms may not terminate  and  at any point in time there may be multiple current states in the database,이 그림은 종료하지 않는 알고리즘에 의한 결과입니다. 합의 알고리즘은 종료하지 않을 수 있고  그렇기 때문에 특정 시점에 데이터베이스에는 여러가지의 상태가 공존할 수 있다라는 겁니다.
0.25.45,now that we understand how there are these multiple states in the database at any point in time  we want to add another property which is Fault tolerance. We would like this database to be fault tolerant  and they're typically 2 types of tolerances that are interesting ,여러가지 상태가 공존할 수 있다는걸 알았으니 다른 특성을 추가해봅시다. 장애 허용입니다. 장애허용성엔 일반적으로 2가지 흥미로운 방식이 거론되곤 하는데
0.26.08,which is Crash tolerance  tolerance to the fact that some nodes are going to crash and Hack tolerance  the rest of the fact that some nodes are going to be hacked by a malicious actors  and these actors will try to perturb  Disturb the system by sending Fake Messages  trying to impersonate people et cetera,첫번째는 노드의 충돌로 인한 장애를 설명하는 Crash Tolerance가 있고  두번째로는 비정상 메시지를 보내는 등의 악의적인 공격으로부터의 장애 허용성인 Hack Tolerance가 있습니다.
0.26.30,so the hack tolerance is called Byzantine failures.and the main idea here is that in order to be a fault tolerant  all the algorithms what they end up doing is that they end up doing a vote among the nodes ,Hack Tolerance는 비잔틴 실패라고도 합니다. 내장애성을 갖추기 위해서 노드들 사이에서 투표를 진행한 뒤
0.26.51, and deciding via some form of a majority rule which is the current state.,다수결에 의해 현재 상태를 정하는 방식입니다.
0.26.58, so basically if we go to the previous example here okay all the algorithms that are full tolerant will have to use some kind of majority rule to say “oh there are more Blues than reds so we're going to try to move to the blue side “ that’s the way all these algorithms and achieving fault tolerance,아까의 예제로 돌아가보겠습니다. 내장애성을 갖추기 위해서 노드들은 다수결 논리를 따라 “아 파란색 상태가 빨간색 상태보다 더 많구나” “그러니 파란색 상태로 움직이자” 따위의 결정을 합니다.
0.27.21, and informally that works because by hypothesis will only have a minority of nodes that are hacked. and if you have some kind of election mechanism or majority based decision process that because you only have a minority of nodes that have been hacked then you should be able to achieve a decision that is the one that would have been wanted by the nodes that are not being hacked,이렇게 동작하는 이유는 오로지 소수의 노드만이 해킹을 당했다고 가설을 세웠고  또한 다수결 투표 방식을 따르게 된다면 해킹당한 소수의 의견보단 해킹당하지 않은 다수의 의견으로 결정이 날 것이기 때문입니다.
0.27.50,That is the idea Behind having this majority rule based algorithms. most of the time when we say majority we don't mean 50% because of technical reasons the requirements tend to be around 1/3. you have a limit in most algorithms that says that you have at most 1/3 of nodes that can be malicious ,그것이 다수결 원칙을 기반으로 한 알고리즘을 사용하는 이유입니다. 일반적으로 “다수결”이라고 할때 50%로는 충분치 않습니다. 기술적으로 1/3 정도가 일반적인 요구사항입니다. 즉 다수결 원칙이 작동하려면 해킹당한 노드가 전체의 1/3이상이 될 수 없습니다.
0.28.16,and algorithm will still work. if you have more than 1/3 then there is no guarantee that the algorithm works.,만약 해킹당한 노드가 1/3 이상이 된다면 알고리즘이 작동한다고 보장할 수 없습니다.
0.28.22, but in that case all this algorithms work with some kind of voting mechanism and some kind of majority rule. This is very informal. And to formalize al that we will have to go into the details of the algorithms which would be a little bit too detailed for this presentation,어찌되었든 합의 알고리즘은 일종의 투표 메커니즘과 다수결 원칙을 기반으로 작동합니다. 위 설명은 굉장히 기본적인 수준입니다. 정확한 작동방식은 훨씬 더 복잡하지만 본 발표에 넣기엔 내용이 너무 많아 제했습니다.
0.28.39,In closed networks those things will work very well. so close algorithms  consensus algorithms in closed networks have been known for a while already.,폐쇄  네트워크에서는 이러한 것들이 잘 작동합니다. 닫힌 네트워크에서의 합의 알고리즘은 이미 잘 알려져있습니다.
0.28.53,the most popular is Paxos it was designed by Leslie Lamport in 90’s   and it has a lot of variants  for all type of cases that might appear.,제일 유명한 알고리즘은 90 년대 Leslie Lamport에 의해 설계된 Paxos입니다.  Paxos는 존재할 수 있는 많은 경우에 대한 유형이 있습니다.
0.29.04, it's proven correct  so it was formally proven correct with this tool among other tools but Leslie Lamport actually created this tool named TLA plus,Paxos는 정형적으로 검증되었습니다. Lamport는 TLA+를 직접 작성했는데
0.29.16, Which is a specification language and at the same time a model checker  in order to be able to prove the properties of concurrent algorithms,TLA+는 스펙 언어이면서 모델체커로 동시성이 있는 알고리즘을 검증할 때 사용합니다.
0.29.24,The reason why that's needed is because concurrent algorithms are notorious for being very complex and full of bugs.,이러한 툴이 필요한 이유로는  동시성이 있는 알고리즘들은 굉장히 복잡하고 버그가 많기로 유명하기 때문입니다.
0.29.34, so after having created paxos  Lamport thought that it would be good to have a system that allows to prove the property of the algorithm  and that's why he worked on TLA plus.,Paxos를 만들고 난 뒤 알고리즘의 특성들을 검증할 수 있는 시스템이 필요했기 때문에 TLA+를 작성한 것이죠.
0.29.48,These are typical variances of paxos algorithm. you have a Byzantine failures  you have sequences  multi paxoses for sequence of values  you have different compromises for number of rounds that you request to converge vs. pool quorum and things like that ,이것들은 Paxos 알고리즘의 일반적인 유형들입니다. 비잔틴 실패  순차적 값을 위한 다중 Paxos  시스템 상태가 수렴하기 위해 필요한 라운드 계산 vs pool quorum 등이 있습니다.
0.29.55,and he has simplified versions like the Raft  in any case there are a lot of variants of paxos  and paxos is by far the most used algorithm in the industry for closed. networks.,또 약간 심플한 버젼인 Raft도 있습니다. 대체적으로 Paxos의 유형은 많고... 폐쇄 네트워크 세계에서는 어쨌든 Paxos가 가장 잘 알려진 알고리즘입니다.
0.30.10,Closed networks are things like a Google  Amazon  a networks in which one operator owns all the nodes and the number of nodes is known. There a limited number of nodes,폐쇄네트워크란 구글  아마존같이 하나의 관리자가 모든 노드를 관리하고  유한한 노드의 갯수가 알려진 네트워크를 말합니다.
0.30.30,This still can get hacked  but they’re limited.,해킹은 당할 수 있지만 파급은 미미합니다.
0.30.35,In open networks  in open networks it was thought for a long time that consensus algorithms were impossible  due to what is called the sybil attack.,공개 네트워크에서의 합의 알고리즘은 sybli 공격때문에 불가능하다고 여겨졌습니다.
0.30.48,the sybil attack is the fact that we just said before that the way these algorithms work is by voting in by a majority rule. when you're in a closed Network  the votes there are certain number of nodes that can be attacked at most 1/3 ,앞서 설명했다 시피 합의 알고리즘은 투표와 다수결 원칙에 의거해 작동합니다. 폐쇄 네트워크에서는 공격당할 수 있는 노드의 수가 최대 1/3으로 정해져있습니다.
0.31.06,okay but at the end of the vote is going to solve that problem and just going to be a majority of non hacked nodes that are going to finally decide.,하지만 투표 결과 다수결에 의해서 해킹당하지 않은 나머지 2/3 의 노드의 결정을 따르겠죠.
0.31.16,the problem with open networks is that the attacker can create as many node it as he wants  and the result is that he can very easily then change the result of a vote because he can create millions and millions of nodes and have them all vote in the sense that he wants,공개 네트워크에서는 악의적인 노드가 얼마든지 생겨날 수 있습니다. 수 백  수 천의 노드를 생성해서 공격자는 쉽게 투표의 결과에 영향을 미칠 수 있습니다.
0.31.36,so the problem with open networks is that the way closed networks work is incompatible with the openness of the network. (?) is difficult to have a vote and a majority rule in an open network when attacker can create as many nodes as it wants. So that's the sybil attack.,즉 문제는 폐쇄형 네트워크의 작동 방식이 공개 네트워크와 호환되지 않는다는 점입니다. 공격자가 많은 노드를 만들어 투표와 다수결 결과를 뒤집으려 할 수 있습니다. 이것이 sybil 공격입니다.
0.31.52,Because of this  it was thought that consensus in open networks was impossible until Nakamoto in 2008 introduced Bitcoin. The idea of Nakamoto is to solve the problem in a completely different way is to use economic incentives to solve the problem,그렇기 때문에 공개 네트워크에서의 합의 알고리즘은 불가능하다고 여겨져 왔습니다. 적어도 2008년에 Nakamoto가 Bitcoin을 발표하기 전까진 말이죠. Nakamoto의 방법은 완전 다른 종류로  경제적인 인센티브를 발생시킴으로써 문제를 해결했습니다.
0.32.15, so the way he does that is that he says  in this network what we're going to do is that we're going to force people to pay to participate and we're going to reward them for reaching consensus,Nakamoto의 합의 알고리즘은 사람들을 네트워크에 참여시키기 위해서 비용을 만들고  합의에 도달할 때 보상을 주는 것입니다.
0.32.29,. so for people that participate and reach consensus this should be cost-neutral  because they pay and they get paid after that. for people that participate but are not interested in reaching consensus than it would create important costs for them.,시스템에 참여하면서 합의에 도달한 사람들은 본전입니다 (돈을 내고  다시 받아왔으니까요). 하지만 참여만 하고 합의에 도달하지 못한 사람은 손해입니다.
0.32.47, so that's where this decentivizes not reaching consensus and if you're an attacker and you want to create millions of nodes then immediately you have to pay millions of time.,즉 이를 통해 공격자로부터 “의도적으로 합의에 이르지 않는 행위”를 할 이유를 없애버리는 겁니다. 왜냐면 노드를 만드는 순간 부터 많은 돈을 지불해야 하기 때문이죠.
0.33.30,So the idea here is not that is going to prevent the system from being attacked. It is that it's going to make the attack so expensive that it doesn't make sense given the amount of money that there is to steal in the system.,다시 말해 공격을 막는다기 보단  공격에 대한 비용을 굉장히 비싸게 만듬으로써 시스템에 대한 공격이 무의미하게끔 만드는 것입니다.
0.33.14, so that's the idea of Nakamoto. And this idea  he transformed into an algorithm. His original algorithm is proof of work. In proof of work basically the clue is to solve a puzzle cryptographic puzzle. it's reversing a hash function.,이것이 Nakamoto의 아이디어고  이것을 알고리즘으로 만들었습니다. Nakamoto의 원래 알고리즘은 proof of work입니다. PoW는 기본적으로 hash function을 역으로 계산하는 암호 퍼즐입니다.
0.33.33,And  in order to participate  you need to own  a very powerful hardware to solve this cryptographic puzzle,그리고  합의에 참여하여 암호퍼즐을 풀기 위해서는 고사양의 하드웨어가 필요합니다.
0.33.43,the subset of random nodes that is chosen to do the computation. so the way these random nodes are chosen to do the computation is that the first one that sold the cryptographic puzzle is basically the node that is going to do the computation.,문제를 풀기 위해 선정 된 무작위 노드들 중 제일 먼저 암호퍼즐을 푼 노드가 계산을 수행할 노드가 됩니다.
0.34.00,so that introduces here  a randomness that cannot be predicted,이 특성 역시 미리 예측이 불가능한 무작위성을 만들어냅니다.
0.34.05, and that's how the pay to participate part of the algorithm works  and once the node  that is going to build the block is defined then it will create a block and it would add the fee for itself inside,이것이 알고리즘의 pay to participate 부분이 작동하는 방식입니다. 블록을 생성 할 노드가 선정 되면  그 블록 내에 자신의 보상을 추가합니다.
0.34.23,This is a very important part which is the fact that the fee is added into the block that was just created. That is what incentivizes the consensus.,이 부분이 중요한 부분인데요  방금 만들어진 블록에 보상을 추가하는것이 중요합니다. 왜냐면 그 보상이 합의 알고리즘에 참여해야 하는 실질적인 이유이기 때문이죠.
0.34.36,and we'll see it going back to previous image. it's this one. each one of the miners that created each one of these blocks added the reward for the work into the block,이전 이미지로 돌아가보면... 이 사진이요. 블록을 만든 각각의 채굴자들은 블록을 만듬과 동시에 자신의 보상을 블록 내에 남기게 되고
0.34.52,and because they added the reward for the work into the block when there is one branch that disappears all the rewards that these miners had added into the blocks disappear as well ,이 보상은 블록 내에 남겨져 있기 때문에 만약 방금 만들어진 블록을 포함한 브랜치가 사라지게 되면  채굴자들을 위한 모든 보상까지 다 사라지게 됩니다.
0.35.05, so if this branch  or these miners disappears  then all the money that they would have been paid back is gone  and because of that they have an incentive on working on the branch that is the most likely to remain.,이렇게 브랜치가 날아가서 보상을 받지 못하게 되면 받을 수 있었던 보상을 받지 못하는 꼴이 되므로  채굴자들은 결과적으로 가장 살아남을 가능성이 높은쪽으로 붙으려고 할 것입니다.
0.35.21,so we're saying that in order NOT to lose money  okay  the miners have an incentive into finding which branch is the most likely  and then immediately uses this branch instead of using any other one.,즉 돈을 “잃지 않기 위해서” 채굴자들은 어떤 브랜치가 가장 유력한 생존 후보인지를 찾아내고  그 브랜치를 합의 알고리즘을 통해 유지시키는 방향으로 장려됩니다.
0.35.37,if they mine  if they create blocks on a branch that is not the most likely they're taking the risk of not getting the money back.,살아남을 확률이 희박한 브랜치에 블록을 생성해서 이어붙여봤자 돈을 날리는 리스크만 잔뜩 짊어지는 셈이죠.
0.35.48,"and this is what holds the whole algorithm. it's that it doesn't matter who wrote the code that the miner is running. it doesn't matter who is the miner  it doesn't matter how they do this block generation et cetera.",이게 알고리즘의 핵심입니다. 채굴자가 채굴을 위해 사용하는 코드를 누가 작성했는지는 중요하지 않습니다. 채굴자가 누구인지도 중요하지 않습니다. 블록을 어떻게 생성하는지도요.
0.36.03, in all cases the miner has his interest in joining the majority Branch to consensus in such a way that he gets his money back,어떤 상황에서도 채굴자는 자신의 블록이 살아남을 확률이 높은 브랜치에 불록을 생성해서 보상을 받으려고 할 것이고
0.36.19,so this is the proof of work algorithm,이것이 Proof of Work입니다.
0.36.26, tezos doesn't use these algorithm. it uses an algorithm that consumes less energy  less electricity  which is proof of stake. One variant of proof of stake tezos uses is liquid proof of stake variant.,테조스는 Proof of Work알고리즘을 용하지 않습니다. Tezos는 에너지 및 전기가 적게 드는 PoS를 사용합니다. PoS중 Tezos가 사용하는 유형은 Liquid PoS인데요
0.36.40, in here we present a more generic algorithm. so in proof of stake the ideas are the same  the implementation is slightly different. pay to participate and be rewarded for reaching consensus  the main ideas of Nakamoto remains.,이 표가 PoS알고리즘을 간략하게 설명합니다. PoS도 기본은 같습니다만 구현이 살짝 다릅니다. Pay-to-participate  합의 도출 등의 아이디어는 Nakamoto의 PoW아이디어와 같습니다.
0.36.55,instead of buying hardware in Tezos you need to own tokens to participate. so that's the pay to participate part.,테조스에서는 하드웨어를 사는 대신에 토큰을 소지하여야 합니다; 이 부분이 pay-to-participate 인 것이고요.
0.37.04,The builders of the blocks are chosen randomly and once it's your turn to build a block you have to leave a bond as a ransom until the networks is convinced that you didn't do anything wrong  and after that this bond will be unfrozen in given back to you.,블록을 만드는 노드는 무작위로 선정됩니다. 만약 여러분의 노드가 이번에 블록을 생성하는 노드로 선정 되면  여러분은 소정의 토큰을 일종의 몸값으로 “묻어야” 합니다. 네트워크가 합의에 도달해서 여러분이 블록에 장난을 치지 않았음이 검증될 때 까지요.
0.37.22, okay so that's the way that you pay to participate because you need to own tokens  and in some sense there is some money that is kept aside for your participation to make sure that.  you can lose money if the you didn't participate properly.,이것이 합의 알고리즘에 참여하는 pay-to-participate 방식입니다. 일정량의 토큰을 보유하고 있어야 하고  또한 합의 알고리즘에 허투루 참여(e.g. 메시지 조작 등 악의적인 행동)을 하면 돈을 잃을 수 있습니다.
0.37.47,The reward for reaching consensus is every time you create a block is  you add a fee into the block exactly the same way as proof of work.,합의에 대한 보상은 PoW와 같이 블럭을 생성할 때 마다 보상을 블럭에 담는 식입니다.
0.37.58,and here after sometime then your bond will be unfrozen.,일정 시간이 지나면 여러분이 묻었던 “몸값”을 다시 돌려받게 됩니다.
0.38.04,to pay to participate: be rewarded for reaching consensus. there are couple of differences with respect to proof of work  because it is very easy to create new blocks. it's not resource consuming  then we have to be a little bit careful on the fact that people don't generate blocks in multiple branches.,다시 말해: 합의 알고리즘에 돈을 내고 참여하고  합의에 도달하면 보상을 받는 방식입니다. PoW 과 비교하면 몇 가지 다른점이 있습니다. PoS에서는 블록을 생성하는 것이 굉장히 쉽기 때문에  사람들이 다른 많은 브랜치에서 블록을 생성하지 않도록 조심해야 합니다.
0.38.29,the whole previous algorithm works because you have to choose the right branch. you have to choose the more likely branch. If we go back here.. In proof of work  you have to choose on which branch you are going through at your block,이 알고리즘들은 사람들이 올바른 브랜치를 선택하려 하기 때문에 작동합니다. 브랜치는 잘 골라야 합니다. 조금 돌아가 보면... PoW에서는 어느 브랜치에 블록을 추가할지  골라야 합니다.
0.38.45, you cannot do it in both (blocks) because it's too expensive. In proof of stake you also have to choose carefully in which branch you are going to add your blocks. you have to choose the most likely  and you cannot do it in both because otherwise you will lose the money that was there in the bond.,두 브랜치 모두에 추가할 순 없습니다. 비용이 너무 비싸니까요. PoS에서 역시 마찬가지로 신중히 골라야 합니다. 두 브랜치 모두에 블록을 추가할 순 없습니다. 왜냐하면 둘 중 사라지는 브랜치에 묻어둔 “몸값”이 날아가니까요. 이것 때문에 double baking과 bonding mechanism이 존재하는 것입니다.
0.39.03,that's why there is this double baking and this bonding mechanism here. In any case  besides from those small details and the fact that it consumes less electricity  this algorithms are the implementations of the same main idea. the main idea is pay-to-participate  be rewarded for reaching consensus.,전기를 덜 먹는 등 PoS의 이런 세세한 디테일을 제외하면 전반적인 구성과 구현은 PoW와 같습니다. pay-to-particiate  be rewarded for reaching consensus!
0.39.25,"and that's the economic workaround against the sybil attack  the type of attack that prevents the more classical algorithms to be used in open networks.",이것이 블록체인과 같은 공개 네트워크에 합의 알고리즘을 적용하기 힘들게 하는 주범인 sybil 공격을 대응한 경제학적인 방법입니다.
0.39.40,Now the Nakamoto conjecture is the fact that no other algorithm has been found  til now. All the algorithms that do consensus in open networks they have this economic incentive behind  and they need to have a currency in order for them to work.,“Nakamoto 추측”은 다른 형태의 합의 알고리즘은 아직까지 발견되지 않았다 라는 추측입니다. 공개 네트워크에서의 합의 알고리즘은 어떤식으로던 “보상”을 필요로 하고  그렇기 때문에 자체적인 화폐를 보유해야 합니다.
0.40.03,so the idea is that we haven't found any algorithm that doesn't have an internal currency. Which also means that the reason why blockchains have their own currency is because it's required by the algorithm itself. it's a technical necessity.,달리 말해 코인이나 토큰을 통한 보상이 없는 합의 알고리즘은 아직까지 찾지 못했다는 것입니다. 모든 블록체인이 자체적인 코인이나 토큰을 가지고 있는 기술적인 이유가 여기에 있습니다.
0.40.26,That's a bad news. That's a very bad news because basically what we wanted was an open database with a consensus algorithm inside and we ended having a currency. And currencies bring a lot of trouble with them. They mean that now there's going to be money inside of the system  which means that you need to have financial system grade security.,흠 좋은 소식은 아닙니다. 왜냐면 블록체인을 통해 이루려던 것은 단순히 개방 된 합의 알고리즘을 가진 데이터베이스인데  화폐를 만들어야 했기 때문입니다. 화폐는 화폐 나름대로 또 다른 문제점들을 야기합니다. 시스템 내에 돈이 존재하다 보니  금융권 시스템 수준의 보안을 갖춰야 하겠죠.
0.40.50,It means that you also need to interoperate with other financial systems. That means basically that your database  instead of being a database just for simple applications and Google docs and things like that ,또한 다른 금융 시스템과도 엮여야 할 필요도 생깁니다. 다시 말해서 이 데이터베이스는 더이상 구글독스같은 간단한 앱을 위한 데이터베이스가 아니라
0.41.03,Immediately moves to the next level in complexity  which is  now it's a financial database with all the financial requirements.,복잡성 측면에서 한단계 나아간  금융권의 요구사항을 만족시켜야 하는 “금융 데이터베이스”이 되어버린 것이죠.
0.41.13,Distributed database's challenges. The first challenge is to better understand distributed consensus algorithms. It's probably the first time that we have algorithms that use economic incentives in order to work.,분산 데이터베이스가 가진 어려운 점입니다. 첫번째로 분산 합의 알고리즘을 잘 이해해야 함에 있습니다. 인류는 블록체인을 통해 “작동하기 위해서는 보상이 필요한 합의 알고리즘”을 처음으로 적용해본 것일수도 있습니다.
0.41.30,We already knew for a while that economy and algorithms were related  but it's really the first time that we have the only algorithm that we know in order to solve this problem  it is completely economic based.,경제와 알고리즘이 연관되어있다는 사실은 꽤 오랜기간 알고 있었지만  합의 알고리즘처럼 경제적인 보상 외엔 답이 없는 경우는 이번이 처음입니다.
0.41.47,So this is a completely new type of algorithms  and because of that we need to better understand them. We need to stimulate them  we need to attack them we need to design better algorithms.,아무튼 이렇듯 완전히 새로운 알고리즘이기 때문에 이해도를 높여야 할 필요가 있습니다. 많은 연구와 실험을 통해 더 나은 알고리즘을 설계해야 할 것입니다.
0.42.00,The second thing that is important is that we would like to have better proofs around the properties of these algorithms. The first thing we would like to have is a prove or disprove Nakamoto conjecture.,두번째로는 알고리즘의 특성들에 대한 좀 더 완전한 증명이 있었으면 좋겠다라는 것입니다. Nakamoto 추측이 맞는지 아닌지  즉
0.42.12,"Know if ""Yes this is the only way of solving this consensus algorithm in open networks""  or ""No there is an algorithm that does not use a coin""",“오 맞아 이런식의 합의 알고리즘이 유일한 방법이야” 혹은 “아냐 코인 없이도 개방 네트워크에서 합의 알고리즘은 가능해” 라는 결론을 내는 것 말이죠.
0.42.23,And that will be very useful to have elements of answer in one or the other way  other than the fact that now we have never found any other algorithms,이런것들을 대답할 수 있는 지식이 조금 더 있으면 좋을 것입니다. 아직 다른 알고리즘을 전혀 찾지 못했다는 것만 제외하면요.
0.42.35,We would also like to have more proofs of the properties of this consensus algorithm. So by itself that would be very useful.,여하튼 합의 알고리즘의 특성에 대한 더 많은 증명이 있으면 좋겠습니다. 그것만 있어도 꽤 쓸모 있을겁니다.
0.42.44,The last thing is  again  all these algorithms  because there is a tower of layers  different layers  that depend on one or the other  every time you modify this algorithm then you have to propagate the modification all the layers that are below ,마지막으로  이런 알고리즘은 많은 유기적으로 묶여있는 레이어들로 이루어져 있기 때문에  알고리즘에 수정을 할 때 마다 하부 레이어로 변경사항을 전달해야 합니다.
0.42.59,"and it would be very useful to be able to generate the code automatically from a specificatio n in such a way that when we modify this layer  then immediately the order layers that are below can be generated automatically from a modified specification without having to rewrite all the code.",이런 변경이 가해질 때 마다 코드가 설계사양으로 부터 자동으로 생성된다면  손으로 코드를 다시 짤 필요 없이 알아서 변경사항이 잘 적용 될 것입니다.
0.43.16,Next layer: virtual machines. So the virtua machines today are the main attack vector of blockchains. Blockchains as of today hasn't failed because of their algorithms that are inside  or because a malicious attackers have added nodes and have been able to distort the current state of the database.,다음 레이어입니다; 가상머신. 가상머신은 블록체인 해킹의 주된 헛점이라고 할 수 있습니다. 블록체인 자체가 아직 망가지지 않은 이유는 알고리즘의 이유도 있지만  많은 시스템의 상태를 악의적으로 변경하려는 공격은 데이터베이스에 추가된 코드 몇 줄에 의해서 방어 되었습니다.
0.43.46,Till now they have all failed because of the code that is added to the database. So what is called a smart contract  the code in the smart contracts have bugs  and that's what the hackers use in order to steal funds or to destroy information that is inside.,만약 스마트 컨트랙트 코드에 버그가 있다면  해커는 그 헛점을 이용해 코인을 훔쳐가거나 정보를 파괴하는등의 공격을 합니다.
0.44.04,So until now it's this layer that has created the most problems.,그런 의미에서 가상머신 레이어가 가장 많은 문제를 일으켰습니다.
0.44.10,"Probably one of the reasons is that the early blockchains didn't design a virtual machine with security in mind. They were more interested in portability  standardization  probably speed  and also simplicity of implementation.",그 이유중 한가지는 아마도 초기 블록체인을 위한 가상머신을 설계할 때 보안이 그렇게 중요한 요소가 아니었기 때문일 수도 있습니다. 표준화  이식성  성능  구현의 용이성들이 더 중요했을 수도 있겠죠.
0.44.31,So the different virtual machines are here  we have the evm with some of its technical characteristics  WebAseembly and Michelson.,그래서 - 몇몇가지 가상머신들입니다. EVM과 그것의 기술적인 특징들  WASM  Michelson등이 소개되어 있습니다.
0.44.43,What is a very obvious in this comparison is that a Michelson was designed in order to avoid all the problems that  in order to make the programming of non-buggy programs simpler. And that's that's the purpose of Michelson.,이 비교에서 한가지 명확한 것인 미켈슨은 프로그래밍을 bug-free 하고 더욱 심플하게 만들기 위해 만들어졌다는 것입니다.
0.45.07,For instance Michelson has a infinite precision ints  so the person that is programming on Michelson doesn't need to worry about overflows or things like that  because it's already given out of the box by Michelson. Same thing for the data structures  etc.,예를들어서 미켈슨은 infinite precision int 형을 가지고 있습니다. 때문에 미켈슨  개발자는 오버플로우등의 문제를 고려하지 않아도 됩니다. 자료구조 등도 비슷비슷합니다.
0.45.25,Michelson was designed to make the life of the programmer of smart contracts easier  and to help him write code that is not vulnerable to attacks.,미켈슨은 스마트 컨트랙트 개발자가 조금 더 쉽게 컨트랙트를 만들 수 도록 돕고자 만들어졌습니다. 또한 외부 공격에 취햑하지 않는 컨트랙트를 작성하게끔 돕습니다.
0.45.35,So here are examples attacks that have happened in Ethereum. This is from a website  ethereum wiki  an external website  and it has a list of major issues that have resulted in losses of funds.,이더리움이 받았던 공격들의 예제입니다. Ethereum wiki라는 외부 웹사이트이고요  이런 굵직한 돈이 증발 된 사건들의 리스트가 있습니다.
0.45.55,Now  these are the typical  the most common bugs in smart contracts. Things like overflows. Things like reentrant bugs  that was the DAO  the fact that when one function calls another function and then comes back  and then you have to be careful that attack us cannot introduce in the middle other functions just before the the calling function returns.,보시는 것들이 스마트 컨트랙트에 존재할 수 있는 일반적인 버그들입니다. 오버플로우 같은것 들 말이죠. Reentrant 버그 (함수가 다른 함수를 호출하고  서브루틴이 종료되어 돌아올 때  임의의 악의적인 코드가 중간에 수행되는 취약점)는 DAO사태의 원인이었구요.
0.46.16,and there are also a lot of a combination of poorly thought features. That's probably one of the most difficult bugs. It's the fact that this virtual machines were written without thinking about all the possible combinations  all the possible ways that could be used ,그리고 단순히 잘못만든 기능들이 원인일 수도 있습니다. 잘못만든 기능은 아마 손보기가 좀 힘든 버그일 것입니다. 가상머신을 설계할 때에 모든 상황에 대처할 수 있게끔 설계되지 않았고
0.46.33,and very often there are a couple of things that together don't work well. Individually they were good ideas and good features but together they create a very complicated systems that are very hard to get right  and,많은 경우에 기능을 연계하여 사용 할 경우 잘 동작하지 않는 경우도 많습니다. 하나 하나만 따져보면 좋은 기능이었지만 같이 사용 할 경우 고치기 힘든 문제를 발생시킬 수도 있습니다.
0.46.52,that are easy to hack and then the funds are lost in there.,이런 문제점들은 해킹에 대한 취약점을 만들고  사람들이 돈을 잃어요.
0.46.58,Tezos virtual machine was designed to make the programming of smart contracts as easy as possible. In the sense that it should be easy to write a program that doesn't have bugs. That's the idea.,테조스 가상머신은 스마트 컨트랙트 프로그래밍을 쉽게 만들기 위해 만들어졌습니다. 버그 없는 프로그램을 짜는것은 쉬워야 합니다.
0.47.15,We use formal verification techniques to approve the property of those programs and among other things  to proove that they don't have bugs.,테조스는 형식 검증을 통해 작성 된 컨트랙트들의 특성을 검증하고  버그가 있는지 확인합니다.
0.47.23,There are many challenges in virtual machines. The main challenge is that because blockchains are open databases than anyone can put a piece of code on the database ,가상머신은 많은 허들이 있습니다. 가장 큰 허들은 블록체인 자체가 개방형 데이터베이스이고 누구나 코드를 올릴 수 있기 때문인데요
0.47.38,which means that users of this pieces of code are using pieces of code written by 3rd party most of the time. They don't know they have no guarantee of what these pieces of code could do.,이 말은 서비스를 사용하는 많은 사용자들이 제3자가 작성한 코드를 실행시키는 경우가 대부분이라는 뜻입니다. 사용자들은 이 코드가 무엇을 할 수 있는지에 대한 확신이 없습니다.
0.47.52,So here the problem is to help the users understand the properties of this 3rd party pieces of code. Users are going to see one piece of code that is on the blockchain and we need to have him to understand this piece of code is safe before using it.,그래서 사용자들에게 이 제3자가 만든 코드가 무엇을 하는 코드인지 이해할 수 있도록 도움이 필요합니다. 안심하고 써도 된다고 알려줄 수 있어야 하는 것이죠.
0.48.08,So the way this thing is done  for the most of the time  it's using formal verification techniques. Things like a model checking  abstract interpretation   embedding into therorem provers like F*  or coq  etc.,이런것들을 테조스는 형식 검증을 통해 제공합니다. Model checking  abstract interpretation  F-Star와 같은 정리 증명계를 사용하는 것입니다.
0.48.22,Another way of doing that for simpler programs is to recognize patterns  to allow creation of search engines as well.,다른 조금 더 간단한 프로그램 같은 경우는 사용 패턴을 조사하고  그것들을 찾아볼 수 있는 검색 엔진을 만드는 것입니다.
